SystemID,InstallationDate,SystemSize,TotalInstalledPrice,SalesTaxCost,RebateOrGrant,PerformanceBasedIncentiveAnnualPayment,PerformanceBasedIncentivesDuration,CustomerSegment,ZipCode,State,ModuleEfficiency
NM-PNM-9638,3/1/2017,6,-9999,-9999,-9999,0,0,RES,87109,NM,-9999
TX_IOUs_823,7/31/2012,5.06,21750.88,665.3217784,10120,0,0,RES,75074,TX,-9999
MA_DOER_CEC_74369,10/25/2017,8.835,37813.8,0,-9999,0,0,RES,1062,MA,-9999
NY_NYSERDA_71135,5/28/2014,5.64,28175,0,3268,0,0,RES,10970,NY,0.150306748
CA-NEM-685219,6/23/2015,10,-9999,-9999,0,0,0,RES,92029,CA,0.154320988
UT_OED_17794,11/9/2017,5.27,23509,394.405033,-9999,0,0,RES,-9999,UT,-9999
OR_DOE_5962,9/30/2013,5.3,20992,0,-9999,0,0,RES,97348,OR,-9999
CO-Xcel-19535,8/22/2014,8.16,38352,513.5126391,-9999,0,0,-9999,-9999,CO,-9999
NY_NYSERDA_69492,11/16/2015,7.85,37876,0,4709,0,0,RES,12302,NY,0.200613497
CT_CGB_15071,12/8/2015,8.58,45045,0,0,0,0,RES,6450,CT,0.160493827
CA-NEM-665006,1/4/2008,8.61,57636.22,4654.161462,19781.19,0,0,RES,92075,CA,0.169354839
CT_CGB_16898,2/4/2016,5.355,25971.75,0,0,0,0,RES,6355,CT,0.157567406
CA-NEM-699414,9/8/2015,4.96,21588,518.9177248,0,0,0,RES,91941,CA,0.160714286
MA_DOER_CEC_69742,10/2/2015,4.94,23218,0,-9999,0,0,RES,1826,MA,-9999
NY_NYSERDA_39634,12/30/2004,14.85,106962,9218.131279,74250,0,0,NON-RES,14521,NY,-9999
NY_NYSERDA_78291,1/7/2016,3.38,18928,0,1284,0,0,RES,12189,NY,0.162638344
UT_OED_16771,4/18/2017,7.59,32560,568.0330551,-9999,0,0,RES,-9999,UT,-9999
CT_CGB_13249,9/16/2015,6.76,35490,0,0,0,0,RES,6796,CT,0.160493827
MA_DOER_CEC_22755,1/4/2017,9.315,43452,0,-9999,0,0,RES,1760,MA,0.211656442
MA_DOER_CEC_34128,10/24/2016,7.59,35368,0,-9999,0,0,RES,1007,MA,0.211656442
TX_CPS_4560,3/3/2016,7.54,33095.21,692.5575389,10595.21,0,0,RES,78249,TX,0.158536585
CA-NEM-691271,6/9/2015,4.88,27000,510.5480841,0,0,0,RES,92114,CA,0.18597561
MA_DOER_CEC_43091,7/14/2015,11.96,66019.2,0,-9999,0,0,RES,1527,MA,-9999
CO-Xcel-27995,1/7/2015,9.945,44661,580.5532166,-9999,0,0,-9999,-9999,CO,-9999
CA-NEM-653529,3/29/2013,224.64,878342.4,26906.76159,0,8288.4,5,RES,92065,CA,0.147239264
NM_REPTC_1027,3/17/2016,3.36,12742.92,0,-9999,-9999,-9999,RES,87111,NM,-9999
CA-NEM-685283,3/5/2015,3.57,-9999,-9999,0,0,0,RES,92130,CA,0.160377358
NM-PNM-11032,10/1/2017,3.92,-9999,-9999,-9999,0,0,RES,87123,NM,-9999
NY_NYSERDA_82328,7/14/2016,6.38,29643.75,0,2295,0,0,RES,10520,NY,0.157407407
NY_NYSERDA_28242,7/17/2017,6.38,31731,0,1148,0,0,RES,12020,NY,0.176829268
NY_NYSERDA_26821,12/28/2016,3.9,16614,0,1201,0,0,RES,12603,NY,0.163846924
CO-Xcel-17695,11/11/2008,2.08,18068,616.9287562,-9999,0,0,-9999,-9999,CO,-9999
CO-Xcel-27939,1/27/2015,8.16,38352,476.3513572,-9999,0,0,-9999,-9999,CO,-9999
NY_NYSERDA_11749,4/27/2016,9.3,42615,0,6405,0,0,RES,10301,NY,0.194968553
PA_DEP_6895,10/18/2011,43.7,175800,5799.35492,24350,0,0,NON-RES,17584,PA,0.153225806
CA-NEM-702234,10/7/2015,3.71,18995,388.1420885,0,0,0,RES,92078,CA,0.160606061
NY_NYSERDA_69131,9/26/2012,1.44,15659.98,0,2160,0,0,RES,14435,NY,0.145454545
MA_DOER_CEC_45006,4/22/2015,8.25,38768,0,-9999,0,0,RES,1827,MA,0.170807453
CA_LADWP_34247,3/29/2017,9.937222108,50609,922.8379748,2484,0,0,RES,91364,CA,0.200613497
UT_OED_11358,12/5/2016,4.24,16112,326.49255,-9999,0,0,RES,-9999,UT,-9999
NY_NYSERDA_65051,12/31/2013,5.3,21655,0,7500,0,0,RES,13068,NY,0.164596273
CO-Xcel-9153,8/24/2012,5.232,272415.59,395.2300204,-9999,0,0,-9999,-9999,CO,-9999
CA-NEM-709990,12/17/2015,2.385,12211,249.5199141,0,0,0,RES,92011,CA,0.160606061
CT_CGB_11249,7/14/2015,15.042,56407.5,0,8297,0,0,RES,6457,CT,0.200613497
DCPSC_2325,6/15/2016,3,-9999,-9999,-9999,0,0,-9999,20020,DC,-9999
CA_LADWP_14072,11/25/2013,13.07923726,78400,1566.59508,5232,0,0,RES,91325,CA,0.154320988
UT_OED_17367,11/2/2016,3.38,8519,260.2700045,-9999,0,0,RES,-9999,UT,-9999
CT_CGB_1142,11/10/2010,7.56,52920,0,0,0,0,RES,6484,CT,-9999
CA_LADWP_31444,11/20/2017,60.24383747,198099,5594.652143,24098,0,0,COM,91342,CA,0.201388889
MA_DOER_CEC_11922,5/30/2017,13.325,59029.75,0,-9999,0,0,RES,1827,MA,0.194610778
MA_DOER_CEC_43852,1/22/2015,6.12,33782,0,1250,0,0,RES,1420,MA,-9999
CO-Xcel-3456,12/18/2009,4.32,28080,967.4031134,-9999,0,0,-9999,-9999,CO,-9999
CA-NEM-656885,11/19/2014,4.25,25075,482.8419133,675,0,0,RES,92078,CA,0.157232704
CO-Xcel-11287,12/1/2011,5.4,41742,526.4004475,-9999,0,0,-9999,-9999,CO,-9999
UT_OED_18449,2/4/2016,5.46,28665,420.4361611,-9999,0,0,RES,-9999,UT,-9999
NY_NYSERDA_53255,12/23/2014,2.62,11510,0,2616,0,0,RES,13827,NY,0.200613497
CA-NEM-701676,10/2/2015,4.16,14997,435.2213176,0,0,0,RES,92129,CA,0.163522013
NY_NYSERDA_45971,1/13/2011,51.87,672800,9025.433357,146870,0,0,GOV,11010,NY,-9999
CA_SMUD_5375,5/5/2014,5.25,25725,596.4517753,821,0,0,RES,95630,CA,0.154320988
CO-Xcel-18214,1/7/2014,2.75,7068,173.0587938,-9999,0,0,-9999,-9999,CO,-9999
CA_LADWP_866,11/18/2011,1.691023198,17157,304.4451021,3297,0,0,RES,90731,CA,0.147798742
TX_CPS_9063,6/22/2017,8.22,32860,732.7898606,5779.58,0,0,RES,78232,TX,0.158682635
CO-Xcel-11166,2/8/2012,9.6,48180.94,725.1926979,-9999,0,0,-9999,-9999,CO,-9999
CA-NEM-685510,4/6/2015,2.7,-9999,-9999,0,0,0,RES,91977,CA,0.160714286
TX_AE_6501,10/30/2017,4.275,16672.5,381.1042158,2137.5,0,0,RES,-9999,TX,-9999
MA_DOER_CEC_14933,2/3/2016,3.9,21840,0,-9999,0,0,RES,2151,MA,-9999
NY_NYSERDA_67984,11/20/2015,7.2,28648,0,1440,0,0,RES,11795,NY,0.188679245
WI_FOE_1679,6/30/2009,3.78,34000,1555.200777,6839,0,0,RES,53703,WI,-9999
CA-NEM-697529,11/24/2015,13.78,60462,1441.670615,0,0,0,RES,92003,CA,0.173508125
NY_NYSERDA_40867,10/22/2007,3.68,28662,0,14700,0,0,RES,12533,NY,0.138888889
CA-NEM-682121,3/6/2015,9.75,-9999,-9999,0,0,0,RES,92120,CA,0.154320988
CA-NEM-622287,4/21/2017,3.42,4564,317.6044411,0,0,0,RES,91913,CA,0.173780488
CA-NEM-676297,10/14/2014,4.75,-9999,-9999,0,0,0,RES,92021,CA,0.154320988
CA_LADWP_26974,3/4/2016,3.061106221,18921,291.0005864,918,0,0,RES,90034,CA,0.160606061
CA_SMUD_5853,10/9/2014,3.06,14688,347.6461776,483,0,0,RES,95838,CA,0.164516129
CO-Xcel-29176,5/22/2015,7.14,31059,416.8074375,-9999,0,0,-9999,-9999,CO,-9999
CA-NEM-667194,6/23/2015,3.64,17358,380.8186529,594,0,0,RES,92127,CA,0.163522013
CA-NEM-616121,12/28/2016,4.86,17368,462.0103805,0,0,0,RES,92114,CA,0.164634146
MA_DOER_CEC_4513,11/16/2012,2.76,18630,0,1104,0,0,RES,2554,MA,-9999
UT_OED_18636,10/10/2017,4.725,25020,353.6174157,-9999,0,0,RES,-9999,UT,-9999
NM-PNM-9038,1/1/2017,2.91,-9999,-9999,-9999,0,0,RES,87124,NM,-9999
CO-Xcel-9703,1/13/2012,5.52,34500,416.9858013,-9999,0,0,-9999,-9999,CO,-9999
NY_NYSERDA_67346,11/29/2016,8.64,35164.8,0,0,0,0,RES,11758,NY,0.195121951
CO-Xcel-30261,10/10/2016,2.7,-9999,-9999,0,0,0,-9999,-9999,CO,-9999
CA_LADWP_11837,5/16/2013,1.841057217,14994,220.5167718,1933,0,0,RES,90027,CA,0.151234568
TX_AE_1156,3/21/2011,4.32,20964.16,723.8147616,10368,0,0,RES,-9999,TX,-9999
CA_LADWP_24803,11/18/2015,5.950405492,31119,622.5344516,1785,0,0,RES,90045,CA,0.211656442
CA-NEM-607572,6/30/2016,4.24,16967.93,403.0707847,11190,0,0,RES,92102,CA,-9999
CT_CGB_6576,8/26/2014,10,48000,0,0,0,0,RES,6062,CT,0.161290323
MA_DOER_CEC_57285,5/11/2015,8.67,54237.7,0,1250,0,0,RES,1824,MA,-9999
CO-Xcel-24321,4/1/2015,6.36,24000,371.2738519,-9999,0,0,-9999,-9999,CO,-9999
CA-NEM-673226,8/14/2014,12.375,-9999,-9999,0,0,0,RES,92020,CA,0.169753086
CO-Xcel-12580,10/24/2012,5.88,24079,444.1805275,-9999,0,0,-9999,-9999,CO,-9999
CA_SMUD_11320,3/14/2016,5.565,20646.15,529.0304049,500,0,0,RES,95670,CA,0.173508125
DCPSC_1269,6/12/2014,46.41,-9999,-9999,-9999,0,0,-9999,20002,DC,-9999
MA_DOER_CEC_66728,4/1/2015,4.08,19298.4,0,-9999,0,0,RES,1069,MA,-9999
CA-NEM-643418,6/2/2011,2.3,21057,414.0828676,693,0,0,RES,92021,CA,0.185483871
CA-NEM-627796,6/2/2017,6.175,28000,573.4524631,0,0,0,RES,92653,CA,-9999
CA-NEM-707012,12/9/2015,11.97,45000,1252.307493,0,0,0,RES,92065,CA,-9999
CA-NEM-601782,6/7/2016,4.24,18750,403.0707847,0,0,0,RES,92026,CA,0.164596273
MA_DOER_CEC_40526,8/15/2017,4.35,21223.7,0,-9999,0,0,RES,2723,MA,-9999
CA-NEM-699364,9/8/2015,2.12,10854,221.7954792,0,0,0,RES,92126,CA,0.160606061
MA_DOER_CEC_34491,3/31/2015,4.9,20825,0,1225,0,0,RES,2370,MA,0.146341463
CA_SMUD_SolarSmart_943,2/8/2012,2.28,-9999,-9999,4673,0,0,RES,95742,CA,0.140740741
MA_DOER_CEC_40834,10/15/2014,4.59,22491,0,1147.5,0,0,RES,1747,MA,0.164516129
DE_Delmarva_2443,1/24/2011,5.25,46750,0,23375,0,0,RES,19711,DE,-9999
NY_NYSERDA_15887,3/31/2015,6.5,25675,0,1950,0,0,RES,11530,NY,0.160493827
NY_NYSERDA_50739,2/3/2015,8.42,48133,0,3704.73,0,0,RES,11767,NY,-9999
CA_LADWP_4294,5/24/2012,5.318863181,31044,698.5642157,7670,0,0,RES,90041,CA,0.145454545
CA-NEM-705622,11/12/2015,9.92,48322,1037.83545,0,0,0,RES,92057,CA,0.18902439
UT_OED_856,7/1/2013,0.735,4500,71.19513429,-9999,0,0,RES,-9999,UT,-9999
CO-Xcel-6877,12/6/2011,9.6,46128,935.8230178,-9999,0,0,-9999,-9999,CO,-9999
CA-NEM-707075,1/20/2016,9,33480,855.5747788,0,0,0,RES,92021,CA,0.154477849
MA_DOER_CEC_38860,3/28/2017,6.27,22904.31,0,-9999,0,0,RES,1835,MA,-9999
UT_OED_7260,1/23/2017,3.3,15386,246.9708935,-9999,0,0,RES,-9999,UT,-9999
MA_DOER_CEC_42132,10/26/2016,9.12,33264,0,-9999,0,0,RES,1721,MA,0.173780488
CO-Xcel-11518,5/7/2012,5.64,29384.4,426.05071,-9999,0,0,-9999,-9999,CO,-9999
UT_OED_18978,1/28/2015,8.25,19616,694.4025114,-9999,0,0,RES,-9999,UT,-9999
UT_OED_17777,8/29/2017,7.28,27664,544.832759,-9999,0,0,RES,-9999,UT,-9999
TX_CPS_1518,11/13/2014,6,20640,662.1733778,8285.72,0,0,RES,78109,TX,0.155171172
CA-NEM-683589,3/16/2015,8.4,-9999,-9999,0,0,0,RES,91941,CA,-9999
CA-NEM-638914,4/23/2004,6.012,36520.89,2735.821206,19000,0,0,-9999,92019,CA,-9999
CA-NEM-681018,2/11/2015,5,-9999,-9999,0,0,0,RES,92114,CA,0.155279503
TX_AE_5105,6/15/2016,8.505,26893.16,781.1938817,6804,0,0,RES,-9999,TX,-9999
CO-Xcel-27208,4/20/2015,4.59,19966.5,267.9476384,-9999,0,0,-9999,-9999,CO,-9999
MD_MEA_7096,5/1/2015,6.24,21380,0,1000,0,0,RES,-9999,MD,-9999
CO-Xcel-39120,7/26/2017,4.225,18378.75,348.7768936,-9999,0,0,-9999,-9999,CO,-9999
CO-Xcel-15658,7/8/2013,6.125,31237,407.7154318,-9999,0,0,-9999,-9999,CO,-9999
MA_DOER_CEC_11660,3/25/2014,7.5,33225,0,2000,0,0,RES,1238,MA,-9999
NH_PUC_3547,11/29/2016,7.2,14800,0,2500,0,0,RES,3825,NH,0.188679245
MA_DOER_CEC_57687,4/6/2015,5,195152,0,3250,0,0,RES,1754,MA,0.166666667
MA_DOER_CEC_43131,9/5/2014,8.04,5245980,0,2000,0,0,RES,1950,MA,0.205521472
TX_IOUs_736,11/17/2011,3.375,23863.02,565.4802825,6750,0,0,RES,78664,TX,-9999
NM-PNM-10341,6/1/2017,4.48,-9999,-9999,-9999,0,0,RES,87120,NM,-9999
NY_NYSERDA_79776,5/25/2016,13,72800,0,3770,0,0,RES,12590,NY,0.160493827
CA_LADWP_3119,4/2/2012,2.842212616,17140.9,373.2880429,4263,0,0,RES,91335,CA,0.144171779
CA-NEM-630325,8/17/2017,5.7,9000,529.3407352,0,0,0,RES,92004,CA,0.173780488
CA_LADWP_31464,3/21/2017,2.536011477,13788.16,235.5112596,761,0,0,RES,90062,CA,0.160493827
OH-Ohio Public Utilities Commission-250,11/22/2016,9.54,-9999,-9999,-9999,0,0,-9999,43130,OH,-9999
NY_NYSERDA_64094,10/27/2014,10.45,35765,0,10450,0,0,RES,12561,NY,0.169753086
TX_CPS_6854,11/16/2016,3.42,13000,314.1308731,3074.06,0,0,RES,78253,TX,0.173780488
CA_SMUD_7046,8/25/2015,11.4,-9999,-9999,1776,0,0,RES,95864,CA,0.188679245
MA_DOER_CEC_38922,8/6/2015,3.12,17222.4,0,-9999,0,0,RES,1057,MA,-9999
CA_SMUD_11436,5/24/2016,6.76,31028.4,642.6317227,500,0,0,RES,95835,CA,0.158536585
NY_NYSERDA_35145,10/20/2017,2.64,13613,0,1056,0,0,RES,10302,NY,0.192982456
CA-NEM-646698,1/23/2012,2.53,-9999,-9999,-9999,0,0,RES,92021,CA,0.142857143
CO-Xcel-22331,3/26/2014,5.145,26239.5,323.7772706,-9999,0,0,-9999,-9999,CO,-9999
UT_OED_10524,10/4/2016,87.175,182273,6712.73303,-9999,0,0,RES,-9999,UT,-9999
CA-NEM-606953,10/19/2016,6.38,24827,606.5074543,0,0,0,RES,92014,CA,-9999
NM-PNM-12130,11/1/2017,3.14,-9999,-9999,-9999,0,0,RES,87507,NM,-9999
NY_NYSERDA_7762,12/5/2016,4.42,19890,0,628,0,0,RES,11751,NY,0.167741935
CA_SMUD_6046,10/9/2014,1.53,7344,173.8230888,117,0,0,RES,95621,CA,0.164516129
UT_OED_9548,3/20/2017,9.405,31111,703.8670465,-9999,0,0,RES,-9999,UT,-9999
MA_DOER_CEC_980,7/13/2012,4.41,21560,0,1764,0,0,RES,1702,MA,-9999
MD_MEA_17729,5/5/2011,3.7,23495,0,1850,0,0,RES,-9999,MD,-9999
CA-NEM-669480,5/20/2014,4.25,-9999,-9999,0,0,0,RES,92071,CA,0.153374233
CA-NEM-604020,5/31/2016,7.44,21000,707.2751504,0,0,0,RES,92009,CA,0.18902439
NM-PNM-2648,1/30/2012,4.5,-9999,-9999,-9999,0,0,RES,87501,NM,-9999
MA_DOER_CEC_18712,5/20/2016,109.2,267540,7811.654118,-9999,0,0,COM,2072,MA,-9999
NY_NYSERDA_55734,9/23/2011,5.4,28893,0,9450,0,0,RES,14086,NY,0.181451613
NY_NYSERDA_69808,1/5/2015,8,35360,0,8000,0,0,RES,10916,NY,0.154320988
NY_NYSERDA_33287,9/15/2017,5.61,23570,0,2244,0,0,RES,13323,NY,0.170072234
CA_LADWP_22374,7/13/2015,2.902900628,17238,303.7029414,1161,0,0,RES,91325,CA,0.163522013
UT_OED_15597,12/14/2017,24.795,71755,1855.649486,-9999,0,0,RES,-9999,UT,-9999
MD_MEA_14623,10/12/2011,4.37,29935,0,2127.5,0,0,RES,-9999,MD,-9999
CA-NEM-615795,10/21/2016,5.7,17043,541.8640265,0,0,0,RES,91941,CA,0.173780488
MA_DOER_CEC_63750,3/24/2017,8.12,34347.6,0,-9999,0,0,RES,1852,MA,-9999
PA_DEP_4368,12/2/2010,7.03,39017,1813.407,8787.5,0,0,RES,17519,PA,0.14453125
CA-NEM-601700,6/7/2016,5.7,24684,541.8640265,0,0,0,RES,92154,CA,0.182926829
CA_SMUD_19868,10/20/2017,2.7,-9999,-9999,500,0,0,RES,-9999,CA,0.183284457
MA_DOER_CEC_3723,3/10/2014,22.88,-9999,-9999,-9999,0,0,COM,2210,MA,-9999
MN-Xcel-89,7/17/2008,2.05,-9999,-9999,-9999,0,0,-9999,-9999,MN,-9999
NM_REPTC_6060,2/18/2015,4.2,17286,0,-9999,-9999,-9999,RES,87124,NM,-9999
CA-NEM-707019,3/1/2016,7.56,34040,718.6828142,0,0,0,RES,92677,CA,0.166666667
NY_NYSERDA_13616,4/26/2016,9.9,33923.76,0,1980,0,0,RES,11763,NY,0.172955975
NM_REPTC_15008,11/26/2012,9.24,68799,0,-9999,-9999,-9999,RES,87123,NM,-9999
CA-NEM-645665,11/11/2011,1.84,-9999,-9999,-9999,0,0,RES,92120,CA,0.142857143
OR_DOE_13330,8/31/2016,4.13,13629,0,-9999,0,0,RES,97330,OR,0.175595238
CT_CGB_7308,12/19/2014,6,20700,0,0,0,0,RES,6810,CT,0.153374233
CA-NEM-600445,4/11/2016,3.9,14063,370.7490708,0,0,0,RES,92126,CA,0.158536585
CA-NEM-707990,2/1/2016,10.64,10,0.781710914,0,0,0,RES,91941,CA,0.166666667
MA_DOER_CEC_23863,10/17/2016,6.24,30700.8,0,-9999,0,0,RES,1062,MA,-9999
CA-NEM-629009,7/10/2017,5.4,16000,501.4806965,0,0,0,RES,92113,CA,0.164634146
CT_CGB_12643,10/16/2015,2.86,15015,0,0,0,0,RES,6384,CT,0.160493827
NY_NYSERDA_13668,4/4/2016,6.56,18270,0,3280,0,0,RES,12571,NY,0.167741935
CO-Xcel-26542,11/4/2015,3.9,16380,227.6679281,-9999,0,0,-9999,-9999,CO,-9999
IL_DCEO_802,2/21/2008,5.04,36570,2433.792981,-9999,0,0,-9999,61010,IL,-9999
NY_NYSERDA_81647,5/10/2017,12.22,68432,0,2835,0,0,RES,12484,NY,0.160493827
CT_CGB_5983,7/16/2014,9.075,34031,0,8616,0,0,RES,6447,CT,0.170807453
CA-NEM-634336,11/28/2017,7.125,25515,661.675919,0,0,0,RES,92040,CA,0.170658683
CT_CGB_2970,12/7/2012,3.36,16716,0,0,0,0,RES,6378,CT,0.147239264
CA_SMUD_19001,7/17/2017,4.8,-9999,-9999,500,0,0,RES,-9999,CA,-9999
CA_LADWP_29173,9/12/2016,5.805668553,35316,551.9092875,1742,0,0,RES,91304,CA,0.200613497
CT_CGB_17807,10/10/2016,7.28,31668,0,0,0,0,RES,6401,CT,0.160493827
NY_NYSERDA_78003,11/9/2015,10.6,59360,0,4834,0,0,RES,10956,NY,0.165766005
PA_DEP_1385,2/9/2010,1.88,13000,484.9509474,4230,0,0,RES,-9999,PA,0.144171779
CO-Xcel-5990,5/20/2010,3.68,23777,598.7373679,-9999,0,0,-9999,-9999,CO,-9999
CA_SMUD_16762,2/11/2017,1.68,-9999,-9999,500,0,0,RES,95826,CA,0.168168168
NM_REPTC_15539,3/1/2012,1.2,5565,0,-9999,-9999,-9999,RES,88001,NM,-9999
CO-Xcel-765,5/13/2008,4.18,31400,1239.78952,-9999,0,0,-9999,-9999,CO,-9999
NY_NYSERDA_18775,5/24/2016,8.4,40983.6,0,1680,0,0,RES,11795,NY,0.188679245
TX_AE_4017,6/10/2015,3.06,8913.69,306.4477427,3248.19,0,0,RES,-9999,TX,-9999
CO-Xcel-1352,1/15/2007,1.92,17150,578.975938,-9999,0,0,-9999,-9999,CO,-9999
UT_OED_16562,12/28/2017,6.51,26000,487.2062172,-9999,0,0,RES,-9999,UT,-9999
NY_NYSERDA_45431,10/4/2010,1.5,50000,0,5236,0,0,RES,11946,NY,-9999
VT_REIP_140,10/24/2005,1.76,17405,0,3520,0,0,RES,5738,VT,-9999
CA-NEM-703455,10/20/2015,11.395,58342,1192.1507,0,0,0,RES,92084,CA,0.160606061
CA-NEM-656311,6/20/2013,4.251,-9999,-9999,0,0,0,RES,92131,CA,0.200613497
MA_DOER_CEC_21295,1/21/2016,4.24,23744,0,-9999,0,0,RES,2744,MA,-9999
MA_DOER_CEC_28196,10/23/2014,4.25,20825,0,-9999,0,0,RES,2176,MA,0.153374233
CA-NEM-633482,9/29/2017,3.135,13919,291.1374044,0,0,0,RES,92024,CA,0.173780488
TX_CPS_6791,12/8/2016,9.24,34188,848.7044641,8082.26,0,0,RES,78240,TX,0.171779141
MA_DOER_CEC_46584,12/15/2015,5.2,20178,0,-9999,0,0,RES,2452,MA,-9999
PA_DEP_2227,9/15/2010,7.36,50563.2,1898.531368,16560,0,0,RES,19320,PA,0.136904762
NM_REPTC_20673,5/10/2010,2.25,18559.39,0,-9999,-9999,-9999,-9999,87106,NM,-9999
MA_DOER_CEC_38140,5/31/2016,7.5,33375,0,-9999,0,0,RES,1001,MA,-9999
MA_DOER_CEC_13894,3/1/2016,3.9,21840,0,-9999,0,0,RES,1420,MA,-9999
CO-Xcel-21119,7/1/2014,3.92,18424,246.6874443,-9999,0,0,-9999,-9999,CO,-9999
MA_DOER_CEC_26553,11/23/2015,4.48,18899,0,-9999,0,0,RES,2143,MA,0.166666667
CA-NEM-598829,3/14/2016,6.36,32563,604.606177,0,0,0,RES,92106,CA,0.160606061
CA-NEM-649826,9/27/2012,4.905,28204,644.208614,855,0,0,RES,92127,CA,0.200613497
CO-Xcel-37419,6/16/2017,4.425,19248.75,365.2870424,0,0,0,-9999,-9999,CO,-9999
CA_SMUD_13018,4/26/2016,5.232,25404,497.3741381,500,0,0,RES,95670,CA,0.200613497
CA-NEM-669947,5/23/2014,15.37,-9999,-9999,0,0,0,RES,92019,CA,0.166666667
CT_CGB_23152,8/30/2017,7,28520,0,0,0,0,RES,6516,CT,0.181846994
CA_LADWP_30929,8/15/2016,6.534940324,80000,621.2366802,1961,0,0,RES,90064,CA,0.157360406
CA-NEM-629857,7/31/2017,8.12,35899,754.0783807,0,0,0,RES,92027,CA,0.170731707
UT_OED_6895,3/28/2017,6.48,28980,484.9610273,-9999,0,0,RES,-9999,UT,-9999
NM-PNM-9078,1/1/2017,51.04,-9999,-9999,-9999,0,0,RES,87120,NM,-9999
CA_LADWP_468,6/22/2007,2.4,23500,1319.063156,9623.88,0,0,RES,90026,CA,-9999
CT_CGB_13617,9/14/2015,4.59,24097.5,0,2256,0,0,RES,6117,CT,0.157407407
CA-NEM-623423,3/10/2017,4.32,16200,401.1845572,0,0,0,RES,92064,CA,0.220762194
MD_MEA_8326,9/9/2014,11.25,49175,0,1000,0,0,RES,-9999,MD,-9999
MA_DOER_CEC_13412,10/9/2014,5.5,21918.6,0,1250,0,0,RES,1452,MA,0.169811321
NY_NYSERDA_40774,7/10/2008,5.82,48850,0,23296,0,0,RES,11238,NY,0.127594837
MA_DOER_CEC_70367,11/16/2015,4.94,23366.2,0,-9999,0,0,RES,1463,MA,-9999
MA_DOER_CEC_46687,11/30/2016,8.215,37049.65,0,-9999,0,0,RES,2648,MA,-9999
CA-NEM-673317,9/24/2014,3.5,-9999,-9999,0,0,0,RES,91977,CA,0.153374233
CA_LADWP_19685,3/16/2017,1.091043137,7472.81,101.3216801,436,0,0,RES,90044,CA,0.163522013
NY_NYSERDA_58239,7/15/2009,3.6,34798.8,0,9559,0,0,RES,10506,NY,0.181451613
CA_LADWP_24369,10/12/2015,2.915546,32365,305.0259067,875,0,0,RES,90034,CA,-9999
NY_NYSERDA_71837,11/20/2014,5,28000,0,1725,0,0,RES,11941,NY,0.161290323
CA-NEM-689053,5/6/2015,7.8,29500,816.0399705,0,0,0,RES,92069,CA,0.163522013
CA_LADWP_34177,4/15/2017,5.578792397,30000,518.0845735,1395,0,0,RES,90034,CA,-9999
NY_NYSERDA_23091,11/8/2016,10.14,51815.29,0,5069,0,0,RES,10312,NY,0.200613497
NY_NYSERDA_11239,2/23/2016,6.82,23201.25,0,4708,0,0,RES,12590,NY,0.167741935
PA_DEP_8898,10/10/2013,10.07,39789,930.0397835,7500,0,0,RES,15360,PA,0.164596273
MA_DOER_CEC_33383,11/19/2014,6.885,39884.3,0,3250,0,0,RES,2190,MA,0.157407407
NY_NYSERDA_40918,11/13/2006,5.4,40035,0,16200,0,0,RES,11231,NY,0.138360429
NY_NYSERDA_10265,4/5/2016,5.73,16216.25,0,4008,0,0,RES,14210,NY,0.164516129
NY_NYSERDA_23263,11/7/2016,10.92,34944,0,4368,0,0,RES,12446,NY,0.158536585
CA-NEM-667810,6/5/2014,3.25,-9999,-9999,0,0,0,RES,92078,CA,0.153374233
NY_NYSERDA_44796,9/17/2010,5.78,34650,0,17325,0,0,RES,11514,NY,-9999
MA_DOER_CEC_67262,8/10/2015,6.12,28458,0,-9999,0,0,RES,2777,MA,-9999
CO-Xcel-26187,3/13/2015,6.625,15485,386.7435958,-9999,0,0,-9999,-9999,CO,-9999
CA-NEM-679240,11/24/2014,3.85,-9999,-9999,0,0,0,RES,91977,CA,0.172955975
CA-NEM-632777,10/31/2017,4.76,6400,442.0459473,0,0,0,RES,92057,CA,0.170731707
NY_NYSERDA_74942,7/27/2015,9.18,51408,0,2754,0,0,RES,11804,NY,0.157407407
NY_NYSERDA_44112,10/29/2009,4,41977,0,14000,0,0,RES,11701,NY,-9999
MA_DOER_CEC_40107,1/13/2017,8.96,35000,0,-9999,0,0,RES,2171,MA,-9999
MD_MEA_21863,3/24/2009,1.61,15990,0,4025,0,0,RES,-9999,MD,-9999
MA_DOER_CEC_3589,5/20/2010,5.52,36971,0,5000,0,0,RES,1002,MA,-9999
TX_AE_4419,10/21/2015,4.48,17956,448.6555187,4755.52,0,0,RES,-9999,TX,-9999
CA-NEM-686101,6/8/2015,4.175,-9999,-9999,0,0,0,RES,92025,CA,0.145962733
CA-NEM-706321,11/18/2015,2.12,10854,221.7954792,0,0,0,RES,92154,CA,0.160606061
CO-Xcel-6689,8/25/2011,96.6,421072,9416.719116,-9999,0,0,-9999,-9999,CO,-9999
MA_DOER_CEC_31638,7/2/2015,3.15,24338,0,-9999,0,0,RES,1985,MA,-9999
NY_NYSERDA_67876,5/15/2015,8.7,34800,0,2610,0,0,RES,11967,NY,0.188679245
CO-Xcel-15036,12/19/2012,3.12,11497.2,235.6876268,-9999,0,0,-9999,-9999,CO,-9999
