SystemID,InstallationDate,SystemSize,TotalInstalledPrice,SalesTaxCost,RebateOrGrant,PerformanceBasedIncentiveAnnualPayment,PerformanceBasedIncentivesDuration,CustomerSegment,ZipCode,State,ModuleEfficiency
NY_NYSERDA_80814,4/14/2016,7.16,40068,0,2003,0,0,RES,12601,NY,0.165766005
WI_FOE_1637,8/29/2009,7,76321.8,2880.001439,9261,0,0,RES,54558,WI,-9999
NY_NYSERDA_25710,5/4/2017,13.34,45189,0,4055,0,0,RES,12850,NY,0.178255311
NY_NYSERDA_73390,1/9/2015,11.25,63000,0,3375,0,0,RES,11722,NY,0.161290323
UT_OED_13845,11/9/2015,13.005,24046,1094.630868,-9999,0,0,RES,-9999,UT,-9999
MA_DOER_CEC_12896,12/22/2015,6.9,41900,0,-9999,0,0,RES,2535,MA,0.211656442
MA_DOER_CEC_43353,4/22/2015,4.59,21710.7,0,1147.5,0,0,RES,2472,MA,-9999
MD_MEA_17305,5/9/2011,4.07,21564,0,2035,0,0,RES,-9999,MD,-9999
CO-Xcel-4323,2/1/2010,9.89,76623,1609.106676,-9999,0,0,-9999,-9999,CO,-9999
NH_PUC_3072,7/6/2016,9.9,30000,0,2500,0,0,RES,3883,NH,0.188964475
CA-NEM-694767,8/25/2015,6.1,26596,638.1851051,0,0,0,RES,92011,CA,0.18597561
CA-NEM-628278,6/16/2017,4.76,21420,442.0459473,0,0,0,RES,92119,CA,0.181846994
NM-PNM-1668,10/19/2010,7.82,-9999,-9999,-9999,0,0,RES,87505,NM,-9999
MA_DOER_CEC_6667,11/6/2013,2.07,15979,0,828,0,0,RES,1061,MA,0.185483871
CO-Xcel-8368,11/16/2011,4.6,19633,448.415196,-9999,0,0,-9999,-9999,CO,-9999
CO-Xcel-8699,3/9/2012,5.28,28800,398.8559839,-9999,0,0,-9999,-9999,CO,-9999
MA_DOER_CEC_36851,11/10/2016,5.83,23277.5,0,-9999,0,0,RES,1867,MA,-9999
NY_NYSERDA_10119,12/17/2014,6.89,32940,0,6885,0,0,RES,10307,NY,0.157407407
CA_LADWP_5928,6/23/2010,6.88,49014.91,1931.181353,20942.46,0,0,RES,91423,CA,-9999
NY_NYSERDA_34040,10/23/2017,5.18,20700,0,2070,0,0,RES,10573,NY,0.211563769
CA-NEM-623743,9/20/2017,3.64,13927,338.0351362,0,0,0,RES,92069,CA,0.170731707
MD_MEA_14319,10/22/2012,2,18421,0,1000,0,0,RES,-9999,MD,-9999
NY_NYSERDA_66048,2/3/2016,7.54,23751,0,3770,0,0,RES,12942,NY,0.160493827
MA_DOER_CEC_51658,11/26/2014,4.08,14892,0,1632,0,0,RES,2667,MA,-9999
NY_NYSERDA_82077,5/10/2016,9.36,52416,0,2845,0,0,RES,12828,NY,0.163846924
CA_LADWP_1689,3/4/2009,6,51151,2428.859459,22143.24,0,0,RES,90036,CA,-9999
CA-NEM-701278,9/30/2015,6.5,31850,680.0333087,0,0,0,RES,92026,CA,0.154761905
NY_NYSERDA_30137,6/23/2017,2.8,11289,0,1120,0,0,RES,12047,NY,0.167664671
CA_SMUD_14766,10/12/2016,4.165,-9999,-9999,500,0,0,RES,95823,CA,0.150306748
CA-NEM-704026,10/29/2015,6.3,21737,659.1092069,0,0,0,RES,92026,CA,-9999
CA-NEM-637740,6/14/2010,4.73,31261,1327.68718,5518,0,0,RES,91942,CA,0.13030303
MA_DOER_CEC_41854,2/6/2015,8,28000,0,1250,0,0,RES,2766,MA,-9999
UT_OED_10330,4/4/2016,8.32,35000,640.6646265,-9999,0,0,RES,-9999,UT,-9999
CA-NEM-698272,9/8/2015,2.85,13972,298.1684508,0,0,0,RES,92154,CA,0.169642857
MA_DOER_CEC_47548,1/7/2016,6.375,35700,0,-9999,0,0,RES,2302,MA,-9999
CA-NEM-676195,10/6/2014,5.5,-9999,-9999,0,0,0,RES,92011,CA,0.155279503
CA-NEM-706855,11/24/2015,2.12,10854,221.7954792,0,0,0,RES,92121,CA,0.160606061
TX_AE_2269,4/29/2013,6.76,26387.92,788.2503814,12979.2,0,0,RES,-9999,TX,-9999
NY_NYSERDA_10084,5/4/2016,4.24,22066,0,3812,0,0,RES,11040,NY,0.164516129
CA_SMUD_14981,10/21/2016,5.2,-9999,-9999,0,0,0,RES,95624,CA,0.163522013
MA_DOER_CEC_55321,1/7/2016,9.1,50960,0,-9999,0,0,RES,1364,MA,-9999
CA-NEM-678399,12/22/2014,5.5,-9999,-9999,0,0,0,RES,92040,CA,0.15625
NY_NYSERDA_5575,7/29/2016,7.16,17343,0,3177,0,0,RES,10801,NY,0.164596273
MA_DOER_CEC_25585,10/16/2015,6.885,23952,0,0,0,0,RES,2169,MA,-9999
UT_OED_18533,8/29/2017,5.6,21280,419.1021223,-9999,0,0,RES,-9999,UT,-9999
NY_NYSERDA_72196,11/24/2014,5.1,28560,0,3213,0,0,RES,12020,NY,0.164516129
CA_SMUD_18718,8/24/2017,4.02,-9999,-9999,500,0,0,RES,-9999,CA,0.205431486
PA_DEP_5593,2/16/2011,6.345,47055,842.0344844,4758.75,0,0,RES,17222,PA,0.145962733
NM-PNM-11231,8/1/2017,3.71,-9999,-9999,-9999,0,0,RES,87048,NM,-9999
NY_NYSERDA_51120,11/3/2014,4.34,24796,0,1778.45,0,0,RES,11746,NY,-9999
NY_NYSERDA_9387,9/2/2014,4.32,16243.3,0,2946,0,0,RES,10984,NY,0.169811321
NH_PUC_3347,10/7/2016,8.82,27000,0,2500,0,0,RES,3038,NH,-9999
CA-NEM-692865,7/22/2009,2.592,21154.53,1049.267286,3244,0,0,RES,92075,CA,0.132515337
NY_NYSERDA_63220,11/3/2015,7.32,22326,0,4392,0,0,RES,14228,NY,0.18597561
CT_CGB_16606,3/24/2016,6.24,32760,0,0,0,0,RES,6516,CT,0.160493827
MA_DOER_CEC_79322,7/1/2009,6.075,45228.38,0,15750,0,0,RES,1754,MA,-9999
MN-Xcel-831,8/5/2013,39.9,287500,0,-9999,0,0,-9999,-9999,MN,-9999
CA-NEM-599754,4/25/2016,7.59,35992,721.5347301,0,0,0,RES,92027,CA,0.211656442
MD_MEA_2352,1/19/2017,17.82,52470,0,1000,0,0,RES,-9999,MD,-9999
NY_NYSERDA_56388,6/26/2015,7,32200,0,7000,0,0,RES,14817,NY,0.152439024
CT_CGB_3946,11/7/2013,6,23084,0,0,0,0,RES,6480,CT,0.161290323
CA-NEM-630243,8/17/2017,4.02,17085,373.3245185,0,0,0,RES,92694,CA,0.205431486
NY_NYSERDA_30219,7/26/2017,5.4,15360,0,2160,0,0,RES,14612,NY,-9999
CA_SMUD_17684,9/28/2017,4.02,-9999,-9999,500,0,0,RES,-9999,CA,0.205431486
FL_FEO_61,5/11/2007,5.25,50090,0,20000,0,0,RES,-9999,FL,-9999
CA-NEM-692985,6/26/2015,5.2,26624,544.026647,0,0,0,RES,92061,CA,0.163522013
MA_DOER_CEC_38355,10/6/2016,7.68,40350,0,-9999,0,0,RES,1531,MA,-9999
MD_MEA_14832,5/9/2012,7.92,32800,0,1000,0,0,RES,-9999,MD,-9999
NY_NYSERDA_47787,3/29/2013,7.54,35866.2,0,13195,0,0,RES,11953,NY,-9999
TX_CPS_6345,8/16/2016,6.24,36320,573.1510667,5508.38,0,0,RES,78223,TX,0.158536585
CA-NEM-660605,10/7/2013,3.9,-9999,-9999,0,0,0,RES,92057,CA,-9999
NY_NYSERDA_80560,3/1/2017,7.02,39312,0,1404,0,0,RES,11003,NY,0.160493827
CO-Xcel-21201,7/21/2014,3.06,14382,192.5672397,-9999,0,0,-9999,-9999,CO,-9999
MA_DOER_CEC_9213,9/5/2013,7.2,50400,0,-9999,0,0,RES,1843,MA,0.148148148
CA-NEM-690125,6/11/2015,4.68,19922,489.6239823,0,0,0,RES,91902,CA,0.157575758
NY_NYSERDA_23667,1/10/2017,11.93,51100.5,0,2957,0,0,RES,12487,NY,0.16374652
PA_DEP_7456,11/29/2011,5.635,29424.11,747.8115555,4226.25,0,0,RES,18106,PA,0.145454545
CA-NEM-678076,11/5/2014,5.559,-9999,-9999,0,0,0,RES,92057,CA,0.200613497
MA_DOER_CEC_42625,6/13/2016,6.095,29250,0,-9999,0,0,RES,2072,MA,-9999
PA_SDF_183,8/12/2006,9.45,77279,4790.110672,33350,0,0,NON-RES,19348,PA,-9999
NY_NYSERDA_59344,10/16/2013,10.14,40000,0,9800,0,0,RES,11223,NY,0.159509202
MA_DOER_CEC_14636,9/23/2014,7.975,36579,0,-9999,0,0,RES,1259,MA,0.170807453
CA-NEM-652612,12/6/2013,5.39,27000,645.5993812,944,0,0,RES,92024,CA,0.197580645
MA_DOER_CEC_55803,2/17/2016,8.829,48286.2,0,-9999,0,0,RES,2492,MA,-9999
VT_REIP_2549,12/5/2013,4,19200,0,1800,0,0,RES,5055,VT,-9999
CA_SMUD_15845,12/22/2016,3.71,-9999,-9999,500,0,0,RES,95823,CA,0.161585366
CA-NEM-635724,11/3/2017,9,23800,835.8011609,0,0,0,RES,92130,CA,0.184586987
NY_NYSERDA_13442,3/17/2016,4.4,15328.92,0,2640,0,0,RES,10701,NY,0.172955975
MA_DOER_CEC_7910,12/11/2013,8.82,44100,0,2000,0,0,RES,2180,MA,-9999
MA_DOER_CEC_35682,11/10/2016,5.88,14089,0,-9999,0,0,RES,2072,MA,0.16969697
NY_NYSERDA_4017,5/5/2014,12.42,62248.44,0,16146,0,0,RES,14850,NY,0.211656442
CA-NEM-676008,6/17/2008,2.592,32701.4,1401.113416,0,1300.2,5,RES,92117,CA,0.132502331
CA_SMUD_17397,12/12/2017,2.12,-9999,-9999,500,0,0,RES,95834,CA,0.161585366
CT_CGB_7913,1/13/2015,6.6,25344,0,6948,0,0,RES,6002,CT,0.170807453
CA-NEM-675635,10/8/2014,5.886,-9999,-9999,0,0,0,RES,92078,CA,0.200613497
NY_NYSERDA_993,9/30/2014,4.41,30009,0,5072,0,0,RES,11414,NY,0.151234568
TX_CPS_4158,3/17/2016,8.96,29264.5,822.986147,12401.41,0,0,RES,78240,TX,0.166666667
NM-PNM-9686,3/1/2017,4.77,-9999,-9999,-9999,0,0,RES,87124,NM,-9999
UT_OED_14148,10/13/2016,5.72,24969,440.4569307,-9999,0,0,RES,-9999,UT,-9999
CO-Xcel-39994,10/6/2017,7.67,33364.5,633.1642068,-9999,0,0,-9999,-9999,CO,-9999
CO-Xcel-24672,8/14/2015,6.63,12500,387.0354777,-9999,0,0,-9999,-9999,CO,-9999
CA-NEM-635457,10/30/2017,8.25,31478,766.1510641,0,0,0,RES,91941,CA,0.19760479
CA-NEM-703299,11/24/2015,7.035,33383,736.0052811,0,0,0,RES,92029,CA,0.205431486
MA_DOER_CEC_67931,5/21/2015,4.335,20764.65,0,-9999,0,0,RES,2771,MA,-9999
CA_SMUD_14658,12/30/2016,4.16,-9999,-9999,0,0,0,RES,95673,CA,0.163522013
CA_SMUD_11683,1/15/2016,4.2,24857,399.2682301,500,0,0,RES,95632,CA,0.166666667
CA_SMUD_6984,12/23/2014,6.75,40500,766.8665682,1077,0,0,RES,95834,CA,0.151515152
TX_CPS_5364,7/19/2016,5.2,30600,477.6258889,5562.48,0,0,RES,78251,TX,0.157575758
MA_DOER_CEC_77042,6/30/2015,7.905,43478,0,-9999,0,0,RES,2717,MA,-9999
CA_LADWP_26407,6/8/2016,3.419964229,23700,325.1150154,1026,0,0,RES,91040,CA,0.169642857
NY_NYSERDA_50465,9/30/2014,4.75,24399,0,2339.08,0,0,RES,11964,NY,-9999
UT_OED_1567,7/1/2014,5.4,19391,495.1953742,-9999,0,0,RES,-9999,UT,-9999
NY_NYSERDA_6360,11/17/2016,4.77,19651,0,1860,0,0,RES,10306,NY,0.164596273
MA_DOER_CEC_564,7/29/2011,8.28,56718,1084.144235,5500,0,0,COM,1370,MA,0.137724551
CA-NEM-658936,7/8/2014,6.54,28678,743.0084972,1076,0,0,RES,92037,CA,0.200613497
TX_CPS_6703,10/3/2016,5.72,33500,525.3884778,5020.9,0,0,RES,78247,TX,0.161490683
NY_NYSERDA_23867,11/1/2016,6.82,23486,0,2353,0,0,RES,10312,NY,0.18902439
MA_DOER_CEC_4860,12/18/2013,7.37,43577,0,2250,0,0,RES,1609,MA,0.205521472
CA-NEM-602811,4/28/2016,8.37,36559,795.6845442,0,0,0,RES,92028,CA,0.18902439
VT_REIP_1137,11/15/2011,2.1,11085,0,1575,0,0,RES,5445,VT,0.168
CA_SMUD_2846,3/11/2012,1.26,4550,165.4847816,1033,0,0,RES,95670,CA,0.140625
MA_DOER_CEC_9066,7/24/2013,2.64,18480,0,-9999,0,0,RES,2476,MA,0.148148148
CA_SMUD_6754,1/9/2015,2.04,10404,213.4258384,320,0,0,RES,95690,CA,0.157407407
NH_PUC_2320,3/9/2016,6.24,20904,0,3750,0,0,RES,3229,NH,0.154761905
Ameren_301,12/14/2017,23.4,-9999,-9999,-9999,0,0,NON-RES,63110,MO,-9999
DCPSC_2712,11/21/2016,5.2,-9999,-9999,-9999,0,0,-9999,20011,DC,-9999
CA-NEM-656772,7/31/2013,6.48,-9999,-9999,0,0,0,RES,92694,CA,0.147239264
CA-NEM-639602,3/23/2010,7.26,-9999,-9999,-9999,0,0,RES,92069,CA,0.131736527
CA-NEM-698283,8/27/2015,8.16,41779,853.7033537,0,0,0,RES,92114,CA,0.160377358
NY_NYSERDA_78170,3/8/2016,7.28,40913.6,0,3640,0,0,RES,10924,NY,0.162638344
TX_IOUs_214,5/28/2010,7.92,34410.5,1616.040476,19483.2,0,0,RES,78626,TX,-9999
MA_DOER_CEC_41214,12/11/2017,5.76,21000,0,-9999,0,0,RES,2633,MA,-9999
CO-Xcel-1658,8/27/2007,5.44,44000,1640.431824,-9999,0,0,-9999,-9999,CO,-9999
CA-NEM-682060,3/5/2015,4,-9999,-9999,0,0,0,RES,92624,CA,0.153374233
CA_SMUD_1733,1/27/2011,24.08,-9999,-9999,0,0,0,NON-PROFIT,95608,CA,-9999
OR_DOE_16869,10/4/2017,3.96,12870,0,-9999,0,0,RES,97330,OR,0.192727177
NH_PUC_2625,1/6/2016,7.29,32000,0,2500,0,0,RES,3465,NH,-9999
CA-NEM-629932,12/27/2017,5.61,26999,520.9827236,0,0,0,RES,91915,CA,0.192982456
NM-PNM-9239,2/1/2017,7.98,-9999,-9999,-9999,0,0,RES,87122,NM,-9999
CA_LADWP_32494,5/25/2017,5.384834585,19168,500.072333,1616,0,0,RES,91040,CA,0.166666667
CA_SMUD_12986,6/3/2016,4.845,40749.16,460.5844226,500,0,0,RES,95828,CA,0.169642857
TX_CPS_4168,5/5/2016,18.6,61146.76,1708.431064,25000,0,0,RES,78023,TX,0.159793814
NM-PNM-10674,7/1/2017,4.42,-9999,-9999,-9999,0,0,RES,87121,NM,-9999
NM-PNM-9272,3/1/2017,7,-9999,-9999,-9999,0,0,RES,87144,NM,-9999
NY_NYSERDA_78942,2/17/2016,9.81,54908,0,1961,0,0,RES,11782,NY,0.165766005
CT_CGB_13135,10/20/2015,3.12,16380,0,0,0,0,NON-PROFIT,6082,CT,0.160493827
MA_DOER_CEC_65665,2/2/2016,6.63,33085,0,-9999,0,0,RES,1453,MA,-9999
CO-Xcel-37105,1/24/2017,4.94,21489,407.8006756,0,0,0,-9999,-9999,CO,-9999
UT_OED_17142,3/1/2017,2.835,10064,212.1704494,-9999,0,0,RES,-9999,UT,-9999
CA_LADWP_12354,1/17/2014,3.133165277,14490,355.9584746,2350,0,0,RES,91342,CA,0.148148148
CA-NEM-690535,5/18/2015,6.84,22886,715.6042818,0,0,0,RES,91902,CA,0.169642857
MA_DOER_CEC_4221,3/29/2012,2.1,11435,0,-9999,0,0,RES,2536,MA,-9999
PA_DEP_2676,11/29/2010,4.5,30915,1160.786842,7875,0,0,RES,18470,PA,0.137195122
CA-NEM-648524,7/26/2012,8.97,48563,1178.09404,1520,0,0,RES,92061,CA,-9999
NY_NYSERDA_20313,11/17/2015,5.22,21066.8,0,2161,0,0,RES,14817,NY,0.174698795
CO-Xcel-37076,1/12/2017,5.61,19803.3,463.1096741,0,0,0,-9999,-9999,CO,-9999
NY_NYSERDA_53144,4/30/2015,8.42,45517,0,4330.63,0,0,RES,11740,NY,-9999
PA_DEP_6773,8/10/2011,2.94,12225.95,390.1625507,2205,0,0,RES,18049,PA,0.145833333
DE_Delmarva_3702,5/23/2014,9.8,30287,0,9910,0,0,RES,19701,DE,-9999
CA-NEM-616345,11/3/2016,3.12,14758,296.5992566,0,0,0,RES,92078,CA,0.160493827
MA_DOER_CEC_66849,10/12/2015,3.185,15713.1,0,-9999,0,0,RES,1907,MA,-9999
CA_LADWP_21979,7/22/2015,5.889137998,27518.4,616.1246151,2356,0,0,RES,90710,CA,0.163522013
TX_CPS_6209,11/1/2016,9.5,38000,872.5857585,9927.3,0,0,RES,78258,TX,0.153668371
NY_NYSERDA_82793,7/20/2017,9.69,45058.5,0,1008,0,0,RES,11706,NY,0.157407407
MA_DOER_CEC_35570,11/8/2016,5.46,21332.22,0,-9999,0,0,RES,1844,MA,-9999
CA-NEM-618340,11/23/2016,5.6,2000,156.3421829,0,0,0,RES,91913,CA,0.170731707
CA-NEM-654145,3/11/2013,11.75,-9999,-9999,0,0,0,RES,92075,CA,-9999
MA_DOER_CEC_51501,12/15/2014,3.57,25279.2,0,-9999,0,0,RES,1950,MA,0.157407407
CA-NEM-679450,11/25/2014,6.05,-9999,-9999,0,0,0,RES,92675,CA,0.170807453
CA-NEM-635031,12/12/2017,5.04,17648,468.0486501,0,0,0,RES,92129,CA,0.220723483
TX_CPS_5931,7/19/2016,7.02,39000,644.79495,7668.28,0,0,RES,78254,TX,0.161490683
MA_DOER_CEC_7871,10/17/2013,4.9,56068.25,0,-9999,0,0,RES,2360,MA,0.150306748
CA-NEM-647771,6/20/2012,4.05,23288,531.9153694,850,0,0,RES,92025,CA,0.181451613
TX_IOUs_1133,4/9/2015,10.8,35500,1081.580268,11500,0,0,RES,78578,TX,-9999
MA_DOER_CEC_13681,6/8/2015,6.375,35190,0,-9999,0,0,RES,2131,MA,-9999
CA-NEM-631672,9/11/2017,6.58,15397,611.0635154,0,0,0,RES,91978,CA,0.181846994
CT_CGB_13815,9/25/2015,6.76,25291.41,0,0,0,0,NON-PROFIT,6461,CT,0.158536585
CA-NEM-702193,10/8/2015,4.16,14606,435.2213176,0,0,0,RES,92117,CA,0.170234387
NY_NYSERDA_72939,2/11/2015,3.25,18200,0,1300,0,0,RES,11040,NY,0.161290323
NY_NYSERDA_46679,8/17/2012,4,26066,0,7000,0,0,RES,11968,NY,-9999
CA-NEM-697059,8/11/2015,3.445,17638,360.4176536,0,0,0,RES,92154,CA,0.160606061
MA_DOER_CEC_56327,2/27/2017,8.37,25466.5,0,-9999,0,0,RES,1238,MA,0.165122466
NY_NYSERDA_981,7/9/2015,4.2,24000,0,4200,0,0,RES,11234,NY,-9999
NY_NYSERDA_61320,4/19/2016,9.36,27725,0,1872,0,0,RES,11755,NY,0.183673469
CA-NEM-610759,8/15/2016,6,23800,570.3831858,0,0,0,RES,92673,CA,0.182926829
NY_NYSERDA_72287,12/30/2014,7,39200,0,6300,0,0,RES,12570,NY,0.161290323
NM_REPTC_17032,10/26/2011,8.502,50700,0,-9999,-9999,-9999,RES,87505,NM,-9999
CA-NEM-656286,8/7/2013,4.41,-9999,-9999,0,0,0,RES,92102,CA,0.150306748
NM-PNM-1612,9/16/2010,5.52,-9999,-9999,-9999,0,0,RES,87124,NM,-9999
MA_DOER_CEC_8319,8/31/2012,4.9,20354.25,0,2205,0,0,RES,1730,MA,-9999
MA_DOER_CEC_29979,10/3/2016,13.52,66518,0,-9999,0,0,RES,1886,MA,-9999
MA_DOER_CEC_33490,9/10/2015,7.54,41620.8,0,-9999,0,0,RES,2745,MA,-9999
NY_NYSERDA_20708,3/2/2016,5.72,17719,0,1144,0,0,RES,11554,NY,0.159509202
CA-NEM-634332,10/10/2017,5.8,10568,538.6274148,0,0,0,RES,92021,CA,0.173655294
MA_DOER_CEC_22462,2/9/2016,13.26,74256,0,-9999,0,0,RES,2050,MA,-9999
MA_DOER_CEC_70867,10/4/2016,7.02,32502.6,0,-9999,0,0,RES,1844,MA,-9999
NY_NYSERDA_31274,4/21/2017,4.5,19170,0,1800,0,0,RES,13502,NY,0.179640719
MO-Kansas City Power & Light-2105,7/19/2014,25.5,-9999,-9999,-9999,0,0,RES,64152,MO,-9999
IL_DCEO_1028,8/30/2013,8.82,34366,1027.288371,-9999,0,0,-9999,-9999,IL,-9999
TX_CPS_4810,5/23/2016,9.36,36000,859.7266,12834.35,0,0,RES,78223,TX,0.154761905
CA_SMUD_8257,6/26/2015,5.98,30617.6,625.630644,500,0,0,RES,95624,CA,0.163522013
CA-NEM-668541,4/16/2014,8.502,-9999,-9999,0,0,0,RES,92026,CA,0.200613497
OR_DOE_16436,12/16/2017,3.9,13845,0,-9999,0,0,RES,97213,OR,0.19411445
MN_DOC_344,8/14/2015,4.675,26983,0,0,2053.5,10,RES,55436,MN,0.163690476
CA-NEM-661825,4/16/2014,9.156,39250,1040.211896,1518,0,0,RES,92672,CA,0.200613497
CA-NEM-611182,8/25/2016,3.92,20714,372.6503481,0,0,0,RES,92116,CA,0.171779141
NY_NYSERDA_54546,7/17/2014,4.5,18045,0,6300,0,0,RES,11364,NY,0.152439024
CA_SMUD_5778,10/13/2014,4.68,-9999,-9999,744,0,0,RES,95827,CA,0.163522013
CO-Xcel-8550,10/10/2011,4.465,22090,435.2551848,-9999,0,0,-9999,-9999,CO,-9999
CT_CGB_6574,10/2/2014,5,24000,0,0,0,0,RES,6776,CT,0.161290323
CA-NEM-676339,11/6/2014,6,-9999,-9999,0,0,0,RES,92028,CA,0.153374233
CA-NEM-659273,8/1/2007,3.5,29078,1923.633769,7626.5,0,0,RES,92057,CA,0.138888889
MA_DOER_CEC_28807,10/7/2014,5.75,22844.25,0,0,0,0,RES,2420,MA,-9999
PA_DEP_1970,8/30/2010,5.04,34700,1300.081263,11340,0,0,RES,17584,PA,0.14893617
CA_LADWP_22818,3/18/2016,4.422641353,16700,420.4333775,1327,0,0,RES,91331,CA,-9999
CA-NEM-651214,3/28/2013,3.92,17467,469.5268227,649,0,0,RES,92126,CA,0.155063291
CO-Xcel-35880,11/14/2017,6.6,18857.5,544.8349107,0,0,0,-9999,-9999,CO,-9999
MA_DOER_CEC_45377,8/10/2015,8.925,34542.5,0,1250,0,0,RES,2061,MA,-9999
CA-NEM-642554,3/16/2011,7.05,38275.98,1269.254007,2125,0,0,RES,92082,CA,0.144171779
CO-Xcel-12643,10/30/2012,5.04,25074,380.7261664,-9999,0,0,-9999,-9999,CO,-9999
MA_DOER_CEC_7594,7/29/2013,5.88,29988,0,2000,0,0,RES,2451,MA,-9999
DE_Delmarva_2379,6/2/2010,3.5,28947,821.7782051,14473.5,0,0,RES,19810,DE,-9999
MA_DOER_CEC_42499,5/28/2015,6.63,29498,0,3250,0,0,RES,2050,MA,-9999
NY_NYSERDA_59115,10/29/2009,3.44,28288,0,13760,0,0,RES,12196,NY,-9999
NY_NYSERDA_22501,8/31/2016,6.9,27310,0,1380,0,0,RES,11731,NY,0.182926829
CA_LADWP_32860,6/21/2017,5.10171364,31974.8,473.7797981,1531,0,0,RES,91340,CA,0.163522013
CA-NEM-637372,11/30/2017,1.92,5000,178.3042477,0,0,0,RES,92109,CA,0.195121951
CA-NEM-621557,1/18/2017,6.615,33869,614.3138532,0,0,0,RES,92117,CA,0.198412698
NH_PUC_3923,5/11/2017,4.48,16000,0,2240,0,0,RES,3104,NH,-9999
MA_DOER_CEC_25854,12/30/2016,7.875,33705,0,-9999,0,0,RES,2421,MA,-9999
CA-NEM-613440,9/19/2016,5.46,39000,519.0486991,0,0,0,RES,92040,CA,0.128873571
CA-NEM-671974,7/16/2014,2.7,-9999,-9999,0,0,0,RES,91977,CA,0.16875
CT_CGB_14168,11/5/2015,7.5,29550,0,0,0,0,RES,6601,CT,0.182926829
CA-NEM-630407,8/7/2017,11.385,39800,1057.288468,0,0,0,RES,91901,CA,0.211563769
NY_NYSERDA_4652,3/15/2016,10.92,34780.2,0,6552,0,0,RES,10990,NY,0.163522013
MA_DOER_CEC_35830,5/27/2014,5.025,39714,0,-9999,0,0,RES,2210,MA,0.205521472
NH_PUC_4198,8/31/2017,5.04,18000,0,2500,0,0,RES,3458,NH,-9999
CA-NEM-666135,2/14/2014,3.68,16970,418.084292,5862,0,0,RES,92694,CA,0.185483871
