,Size,price,CleanPrice,efficiency,CostPerKW,IncentivePct,State,zip,Year,ResidentialRate,SolarRadiation,Month,Date,ConstructionPriceIndex,ROIYears
13,7.25,37555.0,37555.0,0.15432098800000002,5180.0,0.0,MA,1701,2014,17.08,4.343846153846154,6,2014-06-01,108.8,19.12822155936683
14,2.45,12691.0,12691.0,0.151234568,5180.0,0.0,MA,1824,2014,17.08,4.343846153846154,6,2014-06-01,108.8,19.128221559366825
15,6.365,48078.0,44078.0,0.205521472,6925.0589159465835,0.0831981363617455,MA,1453,2014,17.08,4.343846153846154,6,2014-06-01,108.8,25.572212597663103
16,5.5,25465.0,23465.0,0.15432098800000002,4266.363636363636,0.0785391714117416,MA,1056,2014,17.08,4.343846153846154,6,2014-06-01,108.8,15.75443028748833
17,9.0,36000.0,36000.0,0.15625,4000.0,0.0,MA,2129,2014,17.08,4.343846153846154,6,2014-06-01,108.8,14.77082745897052
18,4.75,24605.0,24605.0,0.15432098800000002,5180.0,0.0,MA,2571,2014,17.08,4.343846153846154,6,2014-06-01,108.8,19.128221559366825
19,6.63,34343.4,34343.4,0.157407407,5180.0,0.0,MA,1844,2014,17.08,4.343846153846154,6,2014-06-01,108.8,19.128221559366825
20,7.65,38850.0,38850.0,0.157407407,5078.431372549019,0.0,MA,1801,2014,17.08,4.343846153846154,6,2014-06-01,108.8,18.7531583915361
21,5.36,30530.0,30530.0,0.205521472,5695.895522388059,0.0,MA,2048,2014,17.08,4.343846153846154,6,2014-06-01,108.8,21.033272496379197
22,4.86,24300.0,22356.0,0.16981132100000002,4600.0,0.08,MA,2040,2014,17.08,4.343846153846154,6,2014-06-01,108.8,16.986451577816094
23,5.67,34900.0,34678.1679173,0.16071428599999998,6116.078997760142,0.006356220134670488,CA,95758,2014,16.24,5.75072289156626,6,2014-06-01,108.8,17.94203733543786
