,Size,price,CleanPrice,efficiency,CostPerKW,IncentivePct,State,zip,Year,ResidentialRate,SolarRadiation,Month,Date,ConstructionPriceIndex,ROIYears
2706,13.97,44727.2,42856.2,0.173780488,3067.73085182534,0.041831368831494034,NY,11934,2017,17.44,4.219733333333334,1,2017-01-01,124.5,11.420704702788928
2707,19.22,55738.0,48050.0,0.186746988,2500.0,0.13793103448275862,NY,14139,2017,17.44,4.219733333333334,1,2017-01-01,124.5,9.307127364183089
2708,9.48,48442.8,43700.8,0.200525659,4609.789029535865,0.0978886439264452,NY,11357,2017,17.44,4.219733333333334,1,2017-01-01,124.5,17.1615574479617
2709,14.06,56000.0,48970.0,0.200613497,3482.9302987197716,0.12553571428571428,NY,11423,2017,17.44,4.219733333333334,1,2017-01-01,124.5,12.966430356302869
2710,9.3,44640.0,44640.0,0.182926829,4800.0,0.0,NY,11758,2017,17.44,4.219733333333334,1,2017-01-01,124.5,17.869684539231528
2711,7.7,31700.0,31700.0,0.170807453,4116.8831168831175,0.0,NY,11010,2017,17.44,4.219733333333334,1,2017-01-01,124.5,15.326542204914489
2712,3.3,13639.0,11989.0,0.182926829,3633.0303030303025,0.12097661118850354,NY,11417,2017,17.44,4.219733333333334,1,2017-01-01,124.5,13.525230299295886
2713,5.3,20720.4,18070.4,0.161585366,3409.509433962265,0.12789328391343796,NY,11367,2017,17.44,4.219733333333334,1,2017-01-01,124.5,12.693095420508234
2714,17.16,84942.0,79588.0,0.158536585,4637.995337995339,0.06303124484942668,NY,10541,2017,17.44,4.219733333333334,1,2017-01-01,124.5,17.266565330084
2715,6.08,40882.0,37842.0,0.166666667,6224.013157894738,0.07436035419010811,NY,10466,2017,17.44,4.219733333333334,1,2017-01-01,124.5,23.171073270751084
2716,2.34,12742.68,11572.68,0.170234387,4945.589743589744,0.09181741988341542,NY,11417,2017,17.44,4.219733333333334,1,2017-01-01,124.5,18.411693453834932
2717,3.6,14400.0,12960.0,0.220762194,3600.0,0.1,NY,10923,2017,17.44,4.219733333333334,1,2017-01-01,124.5,13.402263404423646
2718,12.48,42858.0,42858.0,0.195121951,3434.134615384615,0.0,NY,11729,2017,17.44,4.219733333333334,1,2017-01-01,124.5,12.784771300453809
2719,5.72,28314.0,26644.0,0.158536585,4658.041958041958,0.05898142261778625,NY,10524,2017,17.44,4.219733333333334,1,2017-01-01,124.5,17.341195908482113
2720,14.04,59810.4,56160.4,0.163846924,4000.0284900284905,0.06102617604965022,NY,10980,2017,17.44,4.219733333333334,1,2017-01-01,124.5,14.891509846822451
2721,12.4,50920.0,47003.0,0.205431486,3790.564516129032,0.07692458758837392,NY,12771,2017,17.44,4.219733333333334,1,2017-01-01,124.5,14.11170669350638
2722,13.12,43911.0,41287.0,0.195121951,3146.875,0.05975723622782447,NY,11706,2017,17.44,4.219733333333334,1,2017-01-01,124.5,11.715346569665464
2723,7.69,24438.3,22071.3,0.16459627300000002,2870.130039011703,0.09685616429948074,NY,10940,2017,17.44,4.219733333333334,1,2017-01-01,124.5,10.68506632993988
2724,4.96,20545.0,18561.0,0.186746988,3742.1370967741937,0.09656850815283524,NY,13104,2017,17.44,4.219733333333334,1,2017-01-01,124.5,13.931418629564702
2725,10.56,41606.0,41606.0,0.195121951,3939.962121212121,0.0,NY,11792,2017,17.44,4.219733333333334,1,2017-01-01,124.5,14.667891708871272
2726,15.68,59178.0,56042.0,0.196233061,3574.107142857143,0.05299266619351786,NY,11763,2017,17.44,4.219733333333334,1,2017-01-01,124.5,13.305868156723179
2727,9.81,41702.0,39740.0,0.200613497,4050.968399592253,0.047048103208479214,NY,11730,2017,17.44,4.219733333333334,1,2017-01-01,124.5,15.08115153731441
2728,6.24,22659.0,20163.0,0.158536585,3231.25,0.11015490533562823,NY,12508,2017,17.44,4.219733333333334,1,2017-01-01,124.5,12.029462118206641
2729,10.56,40374.0,40374.0,0.195121951,3823.2954545454545,0.0,NY,11803,2017,17.44,4.219733333333334,1,2017-01-01,124.5,14.233559098542727
2730,7.8,29842.8,25942.8,0.155688623,3326.0,0.13068478829064298,NY,11422,2017,17.44,4.219733333333334,1,2017-01-01,124.5,12.382202245309182
2731,7.8,39780.0,38220.0,0.188679245,4900.0,0.0392156862745098,NY,11518,2017,17.44,4.219733333333334,1,2017-01-01,124.5,18.241969633798856
2732,6.4,23615.11,19135.11,0.154761905,2989.8609375,0.1897090464537324,NY,10309,2017,17.44,4.219733333333334,1,2017-01-01,124.5,11.13080661860334
2733,9.14,38915.1,36650.1,0.198412698,4009.857768052516,0.058203627897654125,NY,12033,2017,17.44,4.219733333333334,1,2017-01-01,124.5,14.928102783809479
2734,4.1,17444.7,16543.7,0.198412698,4035.0487804878053,0.051648924888361515,NY,12543,2017,17.44,4.219733333333334,1,2017-01-01,124.5,15.021885168276663
2735,9.28,19077.0,17797.0,0.16459627300000002,1917.7801724137933,0.06709650364313048,NY,11706,2017,17.44,4.219733333333334,1,2017-01-01,124.5,7.139609728464071
2736,6.76,25295.92,22726.92,0.170234387,3361.9704142011833,0.1015578796896891,NY,10464,2017,17.44,4.219733333333334,1,2017-01-01,124.5,12.516114735834314
2737,8.32,18705.0,17041.0,0.159509202,2048.1971153846152,0.08896017107725207,NY,11010,2017,17.44,4.219733333333334,1,2017-01-01,124.5,7.625132567934808
2738,4.88,29160.0,26735.0,0.18597561,5478.483606557376,0.08316186556927298,NY,11238,2017,17.44,4.219733333333334,1,2017-01-01,124.5,20.39557787552745
2739,8.12,33067.2,33067.2,0.17073170699999998,4072.3152709359615,0.0,CT,6614,2017,19.82,4.4071428571428575,1,2017-01-01,124.5,12.772848174388628
2740,10.14,36098.4,31602.4,0.163846924,3116.607495069033,0.1245484564412827,CT,6405,2017,19.82,4.4071428571428575,1,2017-01-01,124.5,9.775263383409202
2741,4.48,21060.0,21060.0,0.17177914100000002,4700.892857142857,0.0,CT,6615,2017,19.82,4.4071428571428575,1,2017-01-01,124.5,14.744386608985092
2742,5.565,19585.02,19585.02,0.16459627300000002,3519.3207547169814,0.0,CT,6066,2017,19.82,4.4071428571428575,1,2017-01-01,124.5,11.038376620247114
2743,10.36,29028.72,29028.72,0.17073170699999998,2802.0000000000005,0.0,CT,6118,2017,19.82,4.4071428571428575,1,2017-01-01,124.5,8.788494554944233
2744,7.28,24752.0,24752.0,0.158536585,3400.0,0.0,CT,6501,2017,19.82,4.4071428571428575,1,2017-01-01,124.5,10.664126155178584
2745,18.285,77616.0,69634.0,0.211563769,3808.2581350834016,0.10283962069676356,CT,6751,2017,19.82,4.4071428571428575,1,2017-01-01,124.5,11.944630936474857
